YEAR,latitude,longitude,month,temperature,salinity,eastward_current,northward_current,current_speed,chlorophyll,fishing_zone
2020,6.500000000000002,94.5,2,28.8811,33.054596,-0.46571246,0.22766808,0.5183829,0.12471783,POOR
2020,6.500000000000002,95.5,2,28.476059,32.34962,-0.3686636,-0.0036622211,0.3686818,0.11546137,POOR
2020,7.354802127305289,97.19339630888103,2,28.40721,32.5251,-0.29114658,-0.022583697,0.29202116,0.14406349333333335,GOOD
2020,7.500000000000002,69.5,2,28.924314,34.205147,0.051881466,0.099490345,0.11220524,0.09756186,POOR
2020,7.500000000000002,73.5,2,29.072268,33.65276,-0.2496414,0.25025177,0.35347813,0.10517647,GOOD
2020,7.500000000000002,74.5,2,29.168219,33.773308,0.21301919,-0.23926511,0.32035133,0.11037258,POOR
2020,7.500000000000002,75.5,2,29.174078,33.994568,0.12451552,0.03601184,0.12961854,0.113968514,POOR
2020,7.500046493005994,72.49995318674408,2,29.03125,33.85876,-0.3558458,0.12329478,0.37660035,0.103325,POOR
2020,10.500000000000002,63.5,2,27.624226,35.265663,-0.018921476,0.21729179,0.21811406,0.08433817,BEST
2020,11.500000000000002,62.5,2,26.726982,35.65935,-0.10620441,0.09277627,0.14102061,0.09558467,BEST
2020,11.500000000000002,63.5,2,27.382519,35.460983,-0.053712577,0.16541032,0.17391267,0.09111266,BEST
2020,11.500000000000002,64.5,2,27.701132,35.529648,-0.03662221,0.097048864,0.10372882,0.08810185,BEST
2020,0.5000000000000018,71.5,3,29.927763,34.72091,-0.33875546,-0.0042725913,0.3387824,0.104845926,BEST
2020,0.5000000000000018,74.5,3,30.055208,34.627827,-0.33265176,-0.06714072,0.3393598,0.10396152,BEST
2020,0.5000000000000018,75.5,3,30.027374,34.595783,-0.30030215,0.023194067,0.30119652,0.106112815,BEST
2020,0.5000002452354422,72.49998055852576,3,29.913115,34.80178,-0.17029329,-0.040284432,0.17499325,0.10650761,GOOD
2020,1.454214461516688,98.39164285954536,3,31.346508,32.482376,-0.015259255,0.010376293,0.018452976,0.11828044,POOR
2020,1.4996770017096597,73.5000590638481,3,29.932158,34.577473,-0.45411542,-0.1678518,0.48414364,0.1033617,GOOD
2020,1.5000000000000018,69.5,3,29.867702,34.67818,-0.441908,0.07080294,0.44754413,0.10587547,GOOD
2020,1.5000000000000018,70.5,3,29.869167,34.661396,-0.46143985,0.039674062,0.46314228,0.10630344,GOOD
2020,1.5000000000000018,71.5,3,29.875027,34.653767,-0.5121006,0.045167394,0.5140886,0.10593706,GOOD
2020,1.5000000000000018,72.5,3,29.888943,34.579,-0.65919983,0.012207404,0.65931284,0.104046375,BEST
2020,1.5000000000000018,74.5,3,30.041292,34.67055,-0.26123846,-0.054322947,0.26682675,0.10520183,GOOD
2020,1.5000000000000018,75.5,3,30.015656,34.679707,-0.24536881,-0.009155553,0.24553956,0.10840622,GOOD
2020,1.5000000000000018,76.5,3,29.941679,34.664448,-0.18677327,0.009155553,0.18699753,0.1112364,GOOD
2020,1.5000000000000018,77.5,3,29.873562,34.594257,-0.17212439,0.050660726,0.17942496,0.11334923,GOOD
2020,1.5687580211522971,97.50511212166968,3,30.962706,32.650227,-0.11719108,0.109866634,0.16063756,0.107718445,POOR
2020,2.254722523583104,97.05254785991004,3,31.026428,32.86691,-0.03784295,0.06714072,0.077071175,0.11715552333333334,POOR
2020,2.441574652737416,97.38592565481906,3,31.372875,32.583088,-0.02929777,0.022583697,0.036991656,0.17135768,POOR
2020,2.4999737404245588,72.4999334351322,3,29.63039,34.45845,-0.37171546,-0.019531846,0.37222826,0.112930834,GOOD
2020,2.5000000000000018,71.5,3,29.737328,34.58205,-0.2923673,0.076906644,0.3023132,0.11221182,BEST
2020,2.5000000000000018,74.5,3,29.812769,34.53932,-0.24597919,-0.08972442,0.26183245,0.10565069,GOOD
2020,2.5000000000000018,75.5,3,29.863308,34.63393,-0.1904355,-0.039063692,0.19440074,0.10554573,GOOD
2020,2.500171541322902,73.50011158788222,3,29.667013,34.362316,-0.39185765,-0.16846217,0.4265348,0.10628274,BEST
2020,3.4999792216590264,73.50000417910732,3,29.552752,34.275337,-0.22156438,-0.057985168,0.22902632,0.111578345,GOOD
2020,3.4999854025259207,72.4999070311857,3,29.697775,34.432507,-0.13061923,0.10010071,0.16456468,0.114894696,GOOD
2020,3.5000000000000018,69.5,3,29.688253,34.496597,-0.24719992,-0.0006103702,0.24720068,0.1094534,POOR
2020,3.5000000000000018,70.5,3,29.744652,34.553055,-0.084231086,0.018311106,0.08619845,0.11101521,GOOD
2020,3.5000000000000018,71.5,3,29.737328,34.61562,-0.06897183,0.055543687,0.088556275,0.11509516,GOOD
2020,3.5000000000000018,74.5,3,29.677267,34.377575,-0.24658956,-0.047608875,0.25114343,0.11027701,GOOD
2020,3.5000000000000018,75.5,3,29.662619,34.395885,-0.31006807,-0.02990814,0.31150714,0.10817775,BEST
2020,3.5000000000000018,76.5,3,29.649433,34.418774,-0.27100438,-0.027466659,0.27239272,0.10809876,POOR
2020,3.5000000000000018,77.5,3,29.5674,34.444717,-0.22644734,0.0073244423,0.22656578,0.10792878,GOOD
2020,3.5000000000000018,94.5,3,30.573778,34.06018,0.06469924,0.038453322,0.075263865,0.12222055,POOR
2020,4.405694962066377,95.39682445395351,3,31.061586,32.988983,-0.14526811,0.14893033,0.20804583,0.11303485,POOR
2020,4.499943980347188,72.49987658038935,3,29.788599,34.3318,-0.37781915,0.052491836,0.38144815,0.12095597,GOOD
2020,4.499995108509825,73.50000112217965,3,29.73513,34.347057,-0.16235846,-0.07080294,0.17712517,0.119804844,GOOD
2020,4.500000000000002,60.5,3,29.794458,34.640034,-0.33692434,0.025025178,0.33785245,0.09101538,BEST
2020,4.500000000000002,70.5,3,29.635517,34.261604,-0.20996734,-0.045167394,0.21477053,0.115784876,BEST
2020,4.500000000000002,71.5,3,29.69338,34.40962,-0.29114658,0.03784295,0.29359567,0.11545114,GOOD
2020,4.500000000000002,74.5,3,29.604023,34.197517,-0.28015992,0.0756859,0.29020327,0.117086716,GOOD
2020,4.500000000000002,75.5,3,29.49562,34.086124,-0.28015992,0.049439985,0.28448883,0.114625126,GOOD
2020,4.500000000000002,76.5,3,29.332285,33.965576,-0.37598804,-0.07751702,0.3838957,0.114395015,BEST
2020,4.500000000000002,77.5,3,29.302988,34.13953,-0.43214208,-0.03234962,0.43335122,0.1142905,GOOD
2020,4.500000000000002,94.5,3,30.34086,34.322643,0.011597034,0.0921659,0.09289265,0.12105212,POOR
2020,5.499899996936308,73.50011629291302,3,29.765892,33.977783,-0.20508438,0.009155553,0.20528865,0.10752978,GOOD
2020,5.500000000000002,69.5,3,29.792994,34.51796,-0.23804438,-0.03051851,0.23999272,0.1053331,GOOD
2020,5.500000000000002,71.5,3,29.613544,34.275337,-0.19165623,0.07873775,0.20719977,0.113681756,GOOD
2020,5.500000000000002,74.5,3,29.491959,33.841976,-0.2929777,0.014648885,0.2933437,0.11172238,BEST
2020,5.500000000000002,75.5,3,29.454603,33.72448,-0.19348735,0.039063692,0.1973913,0.12697071,GOOD
2020,5.500000176443809,72.4999506447089,3,29.622334,34.142582,-0.09155553,0.03295999,0.09730763,0.1114575,GOOD
2020,6.499745119116192,73.5005817335824,3,29.606953,33.85113,-0.220954,0.24597919,0.33064547,0.10818123,GOOD
2020,6.499954039480039,72.49979164730978,3,29.706564,34.092228,-0.09033479,0.042115543,0.09966992,0.115519784,GOOD
2020,6.500000000000002,71.5,3,29.658957,34.18378,-0.08545183,-0.007934812,0.08581944,0.11223006,BEST
2020,6.500000000000002,74.5,3,29.52858,33.808403,-0.19104587,-0.06103702,0.20055932,0.11249042,BEST
2020,6.500000000000002,75.5,3,29.503677,33.819088,-0.13489181,-0.101931825,0.16907364,0.108777486,GOOD
2020,6.500000000000002,95.5,3,29.431898,33.152256,-0.13245033,0.041505173,0.13880117,0.13130026,POOR
2020,6.500000000000002,96.5,3,29.701437,32.657856,-0.44923246,0.023804437,0.44986272,0.13796586,POOR
2020,7.354802127305289,97.19339630888103,3,29.635517,32.580036,-0.2557451,-0.079348125,0.26777172,0.14581084,GOOD
2020,7.500000000000002,69.5,3,29.689718,34.33485,-0.13000885,-0.014648885,0.13083152,0.10115163,GOOD
2020,7.500000000000002,70.5,3,29.616474,34.199043,-0.08728294,-0.06103702,0.10650741,0.10655062,BEST
2020,7.500000000000002,71.5,3,29.703634,34.093754,-0.19775994,0.045777764,0.20298916,0.11404547,GOOD
2020,7.500000000000002,73.5,3,29.614277,33.823666,-0.028077029,0.20752586,0.20941658,0.11567789,GOOD
2020,7.500000000000002,74.5,3,29.680197,33.826717,0.07141331,-0.16296884,0.17792894,0.12378136,GOOD
2020,7.500000000000002,75.5,3,29.604755,33.87402,0.06225776,-0.09643849,0.11478855,0.106193885,GOOD
2020,7.500046493005994,72.49995318674408,3,29.72268,34.07239,-0.048829615,0.045167394,0.06651635,0.1289893,GOOD
2020,0.5000000000000018,69.5,4,30.58623,34.595783,-0.10132145,-0.019531846,0.10318687,0.09618872,GOOD
2020,0.5000000000000018,74.5,4,30.545946,34.406567,0.017700735,0.080568865,0.082490355,0.09037311,BEST
2020,0.5000002452354422,72.49998055852576,4,30.397991,34.669025,0.15259254,-0.06469924,0.16574219,0.09484614,GOOD
2020,1.4996770017096597,73.5000590638481,4,30.708548,34.52559,-0.17090365,-0.0982696,0.197142,0.109095365,GOOD
2020,1.5000000000000018,70.5,4,30.592821,34.611042,-0.08911405,-0.05981628,0.107328,0.10628625,GOOD
2020,1.5000000000000018,71.5,4,30.509323,34.48134,-0.15625477,-0.045167394,0.16265191,0.108372025,GOOD
2020,1.5000000000000018,72.5,4,30.570116,34.522537,-0.23926511,-0.052491836,0.24495548,0.10776684,BEST
2020,1.5000000000000018,74.5,4,30.704153,34.44319,0.021362957,0.026245918,0.03384116,0.103426754,GOOD
2020,1.5000000000000018,75.5,4,30.717337,34.388256,0.07629627,0.11535996,0.13830778,0.094653316,BEST
2020,1.5000000000000018,77.5,4,30.708548,34.26008,0.08850367,0.06836146,0.111831084,0.09736029,BEST
2020,2.254722523583104,97.05254785991004,4,30.90118,32.314526,-0.048219245,-0.076906644,0.09077294,0.09663754666666667,POOR
2020,2.4999737404245588,72.4999334351322,4,30.532763,34.348583,-0.1513718,0.0054933317,0.15147145,0.11629607,GOOD
2020,2.5000000000000018,71.5,4,30.483688,34.43556,-0.06225776,-0.07324442,0.09612895,0.11644328,GOOD
2020,2.5000000000000018,74.5,4,30.567919,34.170048,-0.064088866,-0.12817773,0.14330706,0.11282385,GOOD
2020,2.5000000000000018,76.5,4,30.635303,34.344006,0.17029329,0.110477,0.20299007,0.10432434,GOOD
2020,2.500171541322902,73.50011158788222,4,30.682913,34.31196,-0.17029329,-0.115970336,0.20603137,0.114354126,GOOD
2020,3.4999792216590264,73.50000417910732,4,30.66387,34.107487,-0.06042665,-0.041505173,0.073307976,0.11619175,GOOD
2020,3.4999854025259207,72.4999070311857,4,30.559862,34.3318,-0.047608875,0.08728294,0.09942292,0.121124595,GOOD
2020,3.5000000000000018,70.5,4,30.717337,34.620197,0.06591998,-0.12451552,0.14088845,0.12029135,GOOD
2020,3.5000000000000018,71.5,4,30.561327,34.452347,-0.0048829615,-0.018311106,0.018950988,0.121201195,POOR
2020,3.5000000000000018,74.5,4,30.51152,33.938107,-0.113528855,-0.13855404,0.17912571,0.11441021,GOOD
2020,4.405694962066377,95.39682445395351,4,30.647755,32.280952,-0.17517625,0.16296884,0.23926045,0.093584396,POOR
2020,4.499943980347188,72.49987658038935,4,30.712942,34.231087,-0.122684404,0.083010346,0.14812893,0.12601396,GOOD
2020,4.499995108509825,73.50000112217965,4,31.084291,34.12885,-0.03357036,-0.015869625,0.037132386,0.12394386,GOOD
2020,4.500000000000002,70.5,4,30.75103,34.19599,-0.1513718,-0.101931825,0.18249252,0.11758191,POOR
2020,4.500000000000002,71.5,4,30.765678,34.20057,-0.097048864,-0.09277627,0.13426064,0.11989775,POOR
2020,4.500000000000002,74.5,4,30.370892,33.73974,-0.15381329,-0.0006103702,0.1538145,0.116851114,GOOD
2020,4.500000000000002,75.5,4,30.381878,33.61919,-0.2789392,-0.12024292,0.30375224,0.111351214,POOR
2020,4.500000000000002,94.5,4,30.554003,34.022034,0.09277627,0.078127384,0.121290244,0.110322334,POOR
2020,5.499899996936308,73.50011629291302,4,30.882137,33.91064,-0.07202368,-0.07324442,0.10272369,0.11629703,GOOD
2020,5.500000000000002,69.5,4,30.76641,34.29975,-0.18372142,-0.081789605,0.20110472,0.09517868,GOOD
2020,5.500000000000002,74.5,4,30.66387,33.950317,-0.018921476,0.08362071,0.08573474,0.10960502,BEST
2020,5.500000000000002,75.5,4,30.55913,33.66802,-0.16541032,0.056154057,0.17468216,0.10492326,BEST
2020,5.500000176443809,72.4999506447089,4,30.70635,34.078495,-0.11780144,0.03234962,0.122162506,0.09967288,POOR
2020,6.499745119116192,73.5005817335824,4,30.99347,33.826717,-0.065309614,-0.14221625,0.15649539,0.09905562,GOOD
2020,6.499954039480039,72.49979164730978,4,30.695364,33.930477,-0.0695822,0.05920591,0.09136204,0.09916776,BEST
2020,6.500000000000002,60.5,4,30.035433,34.763634,0.13245033,-0.05981628,0.14533092,0.08910025,BEST
2020,6.500000000000002,71.5,4,30.83819,34.170048,-0.083010346,0.009155553,0.08351372,0.10905943,GOOD
2020,6.500000000000002,74.5,4,30.906307,33.959473,0.0042725913,0.0042725913,0.0060423566,0.09321391,BEST
2020,6.500000000000002,75.5,4,30.668264,33.826717,-0.025635548,0.20996734,0.21152651,0.09246712,GOOD
2020,6.500000000000002,96.5,4,30.536425,32.711266,-0.11291848,-0.048219245,0.12278306,0.13948861,POOR
2020,7.354802127305289,97.19339630888103,4,30.540087,32.792137,-0.16235846,-0.104373306,0.1930131,0.14049424666666668,GOOD
2020,7.500000000000002,69.5,4,30.730522,34.527115,-0.042725913,-0.048829615,0.06488324,0.10617609,POOR
2020,7.500000000000002,71.5,4,30.910704,34.05713,-0.19348735,0.027466659,0.19542715,0.09895258,POOR
2020,7.500000000000002,73.5,4,31.118717,33.916744,-0.13245033,-0.13061923,0.18602277,0.09879609,GOOD
2020,7.500000000000002,75.5,4,30.759087,33.886227,-0.028077029,0.2600177,0.26152918,0.09103406,GOOD
2020,7.500046493005994,72.49995318674408,4,30.966368,33.983887,-0.17883846,-0.006103702,0.17894259,0.0974652,GOOD
2020,9.500000000000002,60.5,4,29.934355,34.990997,0.08667257,0.020752586,0.089122415,0.10467855,BEST
2020,9.500000000000002,61.5,4,29.944609,34.990997,-0.0048829615,-0.09765923,0.09778123,0.09902287,BEST
2020,12.500000000000002,61.5,4,29.242195,36.020996,-0.043336283,0.025635548,0.050350916,0.12639834,BEST
2020,13.500000000000002,61.5,4,29.250984,35.923336,-0.055543687,0.03540147,0.06586627,0.13146943,BEST
2020,13.500000000000002,62.5,4,29.093508,36.194954,0.008545183,-0.06286813,0.06344622,0.13563912,BEST
2020,13.500000000000002,64.5,4,29.229744,35.89587,0.03540147,0.018921476,0.040140834,0.13612606,BEST
2020,13.500000000000002,65.5,4,29.359386,35.605946,0.095828116,0.12207404,0.15519375,0.13348517,BEST
2020,14.500000000000002,62.5,4,29.041506,36.223946,0.057374798,-0.014648885,0.059215344,0.119570486,BEST
2020,14.500000000000002,63.5,4,28.974121,36.228523,-0.11413923,-0.14526811,0.18474466,0.12068348,BEST
2020,15.500000000000002,61.5,4,28.78222,36.373486,0.008545183,-0.08667257,0.087092794,0.11408133,BEST
2020,15.500000000000002,62.5,4,28.684805,36.402477,0.05981628,-0.016479995,0.062044963,0.114955775,BEST
2020,15.500000000000002,63.5,4,28.952147,36.15375,-0.0695822,0.0982696,0.12041012,0.11605048,BEST
2020,15.500000000000002,64.5,4,29.076662,36.14002,-0.021973327,0.03723258,0.043233,0.1200498,BEST
2020,15.500000000000002,65.5,4,29.21949,36.12781,0.038453322,0.020752586,0.043695856,0.1278713,BEST
2020,15.500000000000002,66.5,4,29.015137,36.402477,-0.009155553,-0.0695822,0.07018196,0.13164252,BEST
2020,16.500000000000004,62.5,4,28.665762,36.297188,-0.0054933317,0.007934812,0.0096508,0.11977502,BEST
2020,16.500000000000004,63.5,4,28.803461,36.29261,0.03051851,0.08362071,0.089015745,0.11766492,BEST
2020,17.500000000000004,64.5,4,28.459944,36.457413,0.2026429,-0.1574755,0.25663725,0.12069519,BEST
2020,18.500000000000004,64.5,4,28.393291,36.448257,-0.07629627,-0.02929777,0.081728086,0.11565106,BEST
2020,0.5000000000000018,69.5,5,30.42729,34.714806,0.8197272,-0.08728294,0.82436097,0.08079894,POOR
2020,0.5000000000000018,70.5,5,30.342325,34.688866,0.7715079,-0.12146367,0.7810108,0.080865815,GOOD
2020,0.5000000000000018,74.5,5,29.855984,34.64156,0.35340434,0.12451552,0.3746982,0.09883973,BEST
